date,hours,time,temp_c,light_lux
07/12/2023 00:00:00,9:45:16,PM,16.08,0.00
07/12/2023 00:00:00,10:45:16,PM,15.78,0.00
07/12/2023 00:00:00,11:45:16,PM,14.93,0.00
07/13/2023 00:00:00,12:45:16,AM,14.45,0.00
07/13/2023 00:00:00,1:45:16,AM,14.28,0.20
07/13/2023 00:00:00,2:45:16,AM,14.07,0.00
07/13/2023 00:00:00,3:45:16,AM,13.90,0.00
07/13/2023 00:00:00,4:45:16,AM,13.73,0.00
07/13/2023 00:00:00,5:45:16,AM,13.55,7.09
07/13/2023 00:00:00,6:45:16,AM,13.38,29.72
07/13/2023 00:00:00,7:45:16,AM,13.43,67.94
07/13/2023 00:00:00,8:45:16,AM,13.81,183.12
07/13/2023 00:00:00,9:45:16,AM,14.24,197.52
07/13/2023 00:00:00,10:45:16,AM,14.80,470.08
07/13/2023 00:00:00,11:45:16,AM,15.74,2305.92
